player,season,team_one,team_two,team_three,games_played,toi,war_82,games_missed
RYAN.SUTER,2013-2014,MIN,none,none,95,2791.83,1.31,-13
RYAN.WHITE,2013-2014,MTL,none,none,52,503.73,-0.33,30
RYAN.WHITNEY,2013-2014,FLA,none,none,7,117.23,-2.69,75
RYAN.WILSON,2013-2014,COL,none,none,32,472.48,-0.51,50
SAKU.KOIVU,2013-2014,ANA,none,none,78,1143.68,-1.29,4
SAM.GAGNER,2013-2014,EDM,none,none,67,1231.23,-0.12,15
SAMI.SALO,2013-2014,TBL,none,none,73,1321.5,1.06,9
SAMI.VATANEN,2013-2014,ANA,none,none,53,938.87,0.73,29
SCOTT.GOMEZ,2013-2014,FLA,none,none,46,604.07,-0.71,36
SCOTT.HANNAN,2013-2014,S.J,none,none,63,1118.8,0.34,19
SCOTT.HARTNELL,2013-2014,PHI,none,none,85,1434.75,1.11,-3
SCOTTIE.UPSHALL,2013-2014,FLA,none,none,76,1209.7,0.83,6
SCOTT.MAYFIELD,2013-2014,NYI,none,none,5,86.83,-0.33,77
SEAN.BERGENHEIM,2013-2014,FLA,none,none,62,1023.35,1.96,20
SEAN.COUTURIER,2013-2014,PHI,none,none,89,1702.22,0.19,-7
SEAN.MONAHAN,2013-2014,CGY,none,none,75,1198.35,0.39,7
SERGEI.GONCHAR,2013-2014,DAL,none,none,82,1418.78,-0.97,0
SETH.JONES,2013-2014,NSH,none,none,77,1510.77,-0.91,5
SHANE.DOAN,2013-2014,ARI,none,none,69,1306.93,0.3,13
SHANE.O'BRIEN,2013-2014,CGY,none,none,45,506.73,-0.67,37
SHAWN.HORCOFF,2013-2014,DAL,none,none,83,1075.43,-0.44,-1
SHAWN.MATTHIAS,2013-2014,FLA,VAN,none,77,1001.98,0.68,5
SHAWN.THORNTON,2013-2014,BOS,none,none,76,651.18,0.04,6
SHEA.WEBER,2013-2014,NSH,none,none,79,2123.25,0.92,3
SHELDON.BROOKBANK,2013-2014,CHI,none,none,55,722.47,-0.46,27
SIDNEY.CROSBY,2013-2014,PIT,none,none,93,2034.88,2.89,-11
SIMON.DESPRES,2013-2014,PIT,none,none,34,569.23,-0.1,48
SLAVA.VOYNOV,2013-2014,LAK,none,none,108,2429.8,0.08,-26
STEPHANE.DA COSTA,2013-2014,OTT,none,none,12,124.92,0.75,70
STEPHANE.ROBIDAS,2013-2014,ANA,none,none,41,814.2,-0.36,41
STEPHANE.VEILLEUX,2013-2014,MIN,none,none,38,315.98,-0.95,44
STEPHEN.GIONTA,2013-2014,NJD,none,none,66,822.43,0.46,16
STEPHEN.WEISS,2013-2014,DET,none,none,26,383.75,-2.71,56
STEVE.BERNIER,2013-2014,NJD,none,none,78,970.88,0.28,4
STEVE.DOWNIE,2013-2014,PHI,none,none,62,874.35,0.12,20
STEVEN.STAMKOS,2013-2014,TBL,none,none,41,836.55,4.28,41
STEVE.OLEKSY,2013-2014,WSH,none,none,33,503.77,-0.97,49
STEVE.OTT,2013-2014,STL,none,none,88,1609.28,-1.03,-6
SVEN.BAERTSCHI,2013-2014,CGY,none,none,26,366.9,-0.47,56
TANNER.GLASS,2013-2014,PIT,none,none,75,868.4,-0.61,7
TANNER.PEARSON,2013-2014,LAK,none,none,49,564.93,1.19,33
TAYLOR.BECK,2013-2014,NSH,none,none,7,89.88,0.12,75
TAYLOR.HALL,2013-2014,EDM,none,none,75,1500.32,0.55,7
TAYLOR.PYATT,2013-2014,NYR,PIT,none,56,648.28,-1.54,26
TEDDY.PURCELL,2013-2014,TBL,none,none,85,1395.88,0.73,-3
TEEMU.SELANNE,2013-2014,ANA,none,none,76,1051.57,1.17,6
THOMAS.HICKEY,2013-2014,NYI,none,none,82,1547.27,0.51,0
THOMAS.VANEK,2013-2014,MTL,none,none,95,1761.42,-1,-13
TIM.GLEASON,2013-2014,CAR,TOR,none,56,931.37,-0.94,26
TIM.JACKMAN,2013-2014,CGY,ANA,none,36,255.67,-0.27,46
TIM.KENNEDY,2013-2014,ARI,none,none,37,435.13,-0.22,45
TIM.SESTITO,2013-2014,NJD,none,none,16,145.55,-0.26,66
TJ.BRODIE,2013-2014,CGY,none,none,81,1949.1,2.51,1
TJ.GALIARDI,2013-2014,CGY,none,none,62,905.85,1.27,20
T.J..OSHIE,2013-2014,STL,none,none,84,1621.57,1.24,-2
TOBIAS.ENSTROM,2013-2014,WPG,none,none,82,1959.67,0,0
TODD.BERTUZZI,2013-2014,DET,none,none,60,877.37,-1.09,22
TOMAS.FLEISCHMANN,2013-2014,FLA,none,none,80,1369.65,-0.37,2
TOMAS.HERTL,2013-2014,S.J,none,none,44,662.27,3.35,38
TOMAS.JURCO,2013-2014,DET,none,none,39,523.33,0.82,43
TOMAS.KOPECKY,2013-2014,FLA,none,none,49,778.45,0.33,33
TOMAS.PLEKANEC,2013-2014,MTL,none,none,98,1947.25,0.56,-16
TOMAS.TATAR,2013-2014,DET,none,none,78,1123.12,1.31,4
TOM.GILBERT,2013-2014,FLA,none,none,73,1556.38,0.39,9
TOMMY.WINGELS,2013-2014,S.J,none,none,84,1358.08,1.88,-2
TOM.PYATT,2013-2014,TBL,none,none,28,317.37,0.03,54
TOM.SESTITO,2013-2014,VAN,none,none,77,497.2,-0.81,5
TOM.WILSON,2013-2014,WSH,none,none,82,650.95,-0.16,0
TOREY.KRUG,2013-2014,BOS,none,none,91,1618.67,1.29,-9
TORREY.MITCHELL,2013-2014,MIN,BUF,none,67,728.65,0.39,15
TRAVIS.HAMONIC,2013-2014,NYI,none,none,69,1726.13,1.03,13
TRAVIS.MOEN,2013-2014,MTL,none,none,69,791.3,-0.43,13
TRAVIS.MORIN,2013-2014,DAL,none,none,4,41.32,0,78
TRAVIS.ZAJAC,2013-2014,NJD,none,none,80,1624.87,2.06,2
TREVOR.DALEY,2013-2014,DAL,none,none,73,1571.58,0.16,9
TREVOR.LEWIS,2013-2014,LAK,none,none,99,1296.58,0.22,-17
TREVOR.SMITH,2013-2014,TOR,none,none,28,290.42,-0.7,54
TROY.BODIE,2013-2014,TOR,none,none,47,405.75,0.75,35
TROY.BROUWER,2013-2014,WSH,none,none,82,1545.65,2.19,0
TUOMO.RUUTU,2013-2014,CAR,NJD,none,76,1106.98,0.59,6
TYE.MCGINN,2013-2014,PHI,none,none,18,201.23,-1.46,64
TYLER.BOZAK,2013-2014,TOR,none,none,58,1214.95,0.24,24
TYLER.ENNIS,2013-2014,BUF,none,none,80,1508.17,0.28,2
TYLER.JOHNSON,2013-2014,TBL,none,none,86,1624.23,0.51,-4
TYLER.KENNEDY,2013-2014,S.J,none,none,67,852.28,0.83,15
TYLER.MYERS,2013-2014,BUF,none,none,62,1357.72,-0.17,20
TYLER.PITLICK,2013-2014,EDM,none,none,10,89.72,-0.33,72
TYLER.SEGUIN,2013-2014,DAL,none,none,86,1667.52,0.97,-4
TYLER.TOFFOLI,2013-2014,LAK,none,none,88,1147.97,1.01,-6
TYLER.WOTHERSPOON,2013-2014,CGY,none,none,14,188.3,-0.82,68
TYSON.BARRIE,2013-2014,COL,none,none,67,1241.55,0.2,15
TYSON.STRACHAN,2013-2014,WSH,none,none,18,311.38,-2.19,64
VALERI.NICHUSHKIN,2013-2014,DAL,none,none,85,1263.33,1,-3
VALTTERI.FILPPULA,2013-2014,TBL,none,none,79,1583.5,2.24,3
VERNON.FIDDLER,2013-2014,DAL,none,none,82,1096.18,-0.3,0
VICTOR.BARTLEY,2013-2014,NSH,none,none,50,768.22,0.67,32
VICTOR.HEDMAN,2013-2014,TBL,none,none,79,1780.77,-0.42,3
VIKTOR.STALBERG,2013-2014,NSH,none,none,70,880.87,0.13,12
VILLE.LEINO,2013-2014,BUF,none,none,58,837.18,0.25,24
VINCENT.LECAVALIER,2013-2014,PHI,none,none,76,1122.97,-0.56,6
VINCENT.TROCHECK,2013-2014,FLA,none,none,20,377.73,-0.04,62
VLADIMIR.SOBOTKA,2013-2014,STL,none,none,67,1148.53,1.81,15
VLADIMIR.TARASENKO,2013-2014,STL,none,none,70,1084.9,1.83,12
WAYNE.SIMMONDS,2013-2014,PHI,none,none,89,1482.9,-0.38,-7
WILL.ACTON,2013-2014,EDM,none,none,30,244.13,-0.25,52
WILLIE.MITCHELL,2013-2014,LAK,none,none,94,1947.02,0.1,-12
YANNICK.WEBER,2013-2014,VAN,none,none,49,583.88,-0.02,33
ZAC.DALPE,2013-2014,VAN,none,none,55,392.15,-0.52,27
ZACH.BOGOSIAN,2013-2014,WPG,none,none,55,1260.02,-0.27,27
ZACH.BOYCHUK,2013-2014,CAR,none,none,11,112.18,0.22,71
ZACH.PARISE,2013-2014,MIN,none,none,80,1634.83,3.39,2
ZACH.REDMOND,2013-2014,WPG,none,none,10,153.17,0.74,72
ZACH.SILL,2013-2014,PIT,none,none,20,215.88,-3.57,62
ZACK.KASSIAN,2013-2014,VAN,none,none,73,943.82,0.49,9
ZACK.SMITH,2013-2014,OTT,none,none,82,1273.6,-0.83,0
ZAC.RINALDO,2013-2014,PHI,none,none,74,563.72,-1.1,8
ZBYNEK.MICHALEK,2013-2014,ARI,none,none,59,1236.98,0.49,23
ZDENO.CHARA,2013-2014,BOS,none,none,89,2202.32,0.83,-7
ZEMGUS.GIRGENSONS,2013-2014,BUF,none,none,70,1072.12,0.42,12
ZENON.KONOPKA,2013-2014,MIN,BUF,none,59,466.17,-1.08,23
ALEX.STALOCK,2013-2014,S.J,none,none,27,1368.33,5.31,55
AL.MONTOYA,2013-2014,WPG,none,none,28,1540.85,2.75,54
ANDERS.LINDBACK,2013-2014,TBL,none,none,27,1516.83,-7.74,55
ANDERS.NILSSON,2013-2014,NYI,none,none,19,1096.17,1.64,63
ANDREW.HAMMOND,2013-2014,OTT,none,none,1,34.52,5.74,81
ANTON.KHUDOBIN,2013-2014,CAR,none,none,36,2084.08,7.4,46
ANTTI.NIEMI,2013-2014,S.J,none,none,70,4025.02,1.21,12
ANTTI.RAANTA,2013-2014,CHI,none,none,25,1376.67,-3.51,57
BEN.BISHOP,2013-2014,TBL,none,none,63,3586.3,4.45,19
BEN.SCRIVENS,2013-2014,LAK,EDM,none,40,2210.12,5.66,42
BRADEN.HOLTBY,2013-2014,WSH,none,none,48,2656.33,0.7,34
BRIAN.ELLIOTT,2013-2014,STL,none,none,31,1624.27,2.06,51
CALVIN.HEETER,2013-2014,PHI,none,none,1,63.98,-35.26,81
CAM.TALBOT,2013-2014,NYR,none,none,23,1256.98,9.59,59
CAM.WARD,2013-2014,CAR,none,none,30,1645.27,-1.94,52
CAREY.PRICE,2013-2014,MTL,none,none,71,4203.13,6.5,11
CARTER.HUTTON,2013-2014,NSH,none,none,40,2085.28,-3.28,42
CEDRICK.DESJARDINS,2013-2014,TBL,none,none,1,18.03,-13.94,81
CHAD.JOHNSON,2013-2014,BOS,none,none,27,1510.82,5.04,55
CONNOR.KNAPP,2013-2014,BUF,none,none,2,76.52,-2.46,80
COREY.CRAWFORD,2013-2014,CHI,none,none,78,4619.15,1.59,4
CORY.SCHNEIDER,2013-2014,NJD,none,none,45,2679.9,2.17,37
CRAIG.ANDERSON,2013-2014,OTT,none,none,53,2998.5,1.11,29
CRISTOPHER.NILSTORP,2013-2014,DAL,none,none,1,39.48,-9.84,81
CURTIS.MCELHINNEY,2013-2014,CBJ,none,none,28,1423.15,-2.14,54
DAN.ELLIS,2013-2014,DAL,FLA,none,20,1027.32,-7.5,62
DARCY.KUEMPER,2013-2014,MIN,none,none,32,1805.55,0.79,50
DEVAN.DUBNYK,2013-2014,EDM,NSH,none,34,1801.62,-8.51,48
DREW.MACINTYRE,2013-2014,TOR,none,none,2,94.58,1.64,80
DUSTIN.TOKARSKI,2013-2014,MTL,none,none,8,463.57,5.43,74
EDDIE.LACK,2013-2014,VAN,none,none,41,2318.82,1.58,41
EVGENI.NABOKOV,2013-2014,NYI,none,none,40,2234.23,1.6,42
FREDERIK.ANDERSEN,2013-2014,ANA,none,none,35,1937.3,3.56,47
HENRIK.LUNDQVIST,2013-2014,NYR,none,none,88,5145.9,7.23,-6
ILYA.BRYZGALOV,2013-2014,MIN,none,none,41,2293.32,0.26,41
JACK.CAMPBELL,2013-2014,DAL,none,none,1,60,-14.76,81
JACOB.MARKSTROM,2013-2014,FLA,VAN,none,16,813.35,-9.22,66
JAMES.REIMER,2013-2014,TOR,none,none,36,1784.65,1.89,46
JAROSLAV.HALAK,2013-2014,STL,WSH,none,52,2933.6,3.2,30
JASON.LABARBERA,2013-2014,EDM,none,none,7,348.32,-10.19,75
JEAN-SEBASTIEN.GIGUERE,2013-2014,COL,none,none,22,1211.62,1.75,60
JEFF.ZATKOFF,2013-2014,PIT,none,none,20,1171.3,1.76,62
JHONAS.ENROTH,2013-2014,BUF,none,none,28,1574.23,0.85,54
JIMMY.HOWARD,2013-2014,DET,none,none,54,3181.88,0.55,28
JOACIM.ERIKSSON,2013-2014,VAN,none,none,1,36.03,0,81
JOEY.MACDONALD,2013-2014,CGY,none,none,11,598.75,-6.11,71
JOHN.CURRY,2013-2014,MIN,none,none,2,79.63,10.25,80
JOHN.GIBSON,2013-2014,ANA,none,none,7,381.58,13.94,75
JONAS.GUSTAVSSON,2013-2014,DET,none,none,29,1683.22,-0.4,53
JONAS.HILLER,2013-2014,ANA,none,none,56,3128.17,2.81,26
JONATHAN.BERNIER,2013-2014,TOR,none,none,55,3078.57,4.79,27
JONATHAN.QUICK,2013-2014,LAK,none,none,75,4500.02,4.18,7
JONI.ORTIO,2013-2014,CGY,none,none,9,500.92,-3.28,73
JOSH.HARDING,2013-2014,MIN,none,none,29,1657.72,6.19,53
JUSTIN.PETERS,2013-2014,CAR,none,none,21,1225.33,3.59,61
KARI.LEHTONEN,2013-2014,DAL,none,none,71,4149.55,5.04,11
KARRI.RAMO,2013-2014,CGY,none,none,40,2193.77,1.66,42
KENT.SIMPSON,2013-2014,CHI,none,none,1,20,-20.5,81
KEVIN.POULIN,2013-2014,NYI,none,none,28,1625.32,-7.85,54
KRISTERS.GUDLEVSKIS,2013-2014,TBL,none,none,3,99.48,1.09,79
MAGNUS.HELLBERG,2013-2014,NSH,none,none,1,12.2,-14.76,81
MARC-ANDRE.FLEURY,2013-2014,PIT,none,none,77,4587.08,1.7,5
MAREK.MAZANEC,2013-2014,NSH,none,none,25,1349.48,-3.74,57
MARK.VISENTIN,2013-2014,ARI,none,none,1,58.82,-11.48,81
MARTIN.BIRON,2013-2014,NYR,none,none,2,70.63,-32.39,80
MARTIN.BRODEUR,2013-2014,NJD,none,none,39,2296.75,-5.38,43
MARTIN.JONES,2013-2014,LAK,none,none,21,1151.08,9.84,61
MATT.HACKETT,2013-2014,BUF,none,none,8,426.1,1.44,74
MICHAEL.HUTCHINSON,2013-2014,WPG,none,none,3,183.03,13.39,79
MICHAL.NEUVIRTH,2013-2014,WSH,BUF,none,15,884,2.79,67
MIKE.MCKENNA,2013-2014,CBJ,none,none,4,219,-7.38,78
MIKE.SMITH,2013-2014,ARI,none,none,62,3609.97,1.8,20
NATHAN.LAWSON,2013-2014,OTT,none,none,1,11.87,-16.4,81
NATHAN.LIEUWEN,2013-2014,BUF,none,none,7,363.37,1.76,75
NIKLAS.BACKSTROM,2013-2014,MIN,none,none,21,1094.12,-1.76,61
NIKLAS.SVEDBERG,2013-2014,BOS,none,none,1,60.83,1.64,81
NIKOLAI.KHABIBULIN,2013-2014,CHI,none,none,4,167.65,-20.3,78
ONDREJ.PAVELEC,2013-2014,WPG,none,none,57,3247.97,0.42,25
PEKKA.RINNE,2013-2014,NSH,none,none,24,1366.82,-4.2,58
PETER.BUDAJ,2013-2014,MTL,none,none,25,1357.65,0.13,57
PETR.MRAZEK,2013-2014,DET,none,none,9,448.63,2.92,73
PHILIPP.GRUBAUER,2013-2014,WSH,none,none,17,883.38,1.64,65
RAY.EMERY,2013-2014,PHI,none,none,31,1570.57,0.58,51
RETO.BERRA,2013-2014,CGY,COL,none,31,1720.23,-7.54,51
RICHARD.BACHMAN,2013-2014,EDM,none,none,3,133.72,-0.82,79
ROBERTO.LUONGO,2013-2014,VAN,FLA,none,56,3222.33,1.68,26
ROBIN.LEHNER,2013-2014,OTT,none,none,36,1922.17,1.8,46
RYAN.MILLER,2013-2014,STL,none,none,65,3922.75,1.88,17
SAMI.AITTOKALLIO,2013-2014,COL,none,none,1,40,-6.56,81
SCOTT.CLEMMENSEN,2013-2014,FLA,none,none,17,914.18,-0.96,65
SEMYON.VARLAMOV,2013-2014,COL,none,none,70,4052.23,6.83,12
SERGEI.BOBROVSKY,2013-2014,CBJ,none,none,64,3677.03,1.7,18
STEVE.MASON,2013-2014,PHI,none,none,66,3729.3,1.68,16
THOMAS.GREISS,2013-2014,ARI,none,none,25,1292.33,1.74,57
TIM.THOMAS,2013-2014,DAL,none,none,49,2652.05,-1.79,33
TUUKKA.RASK,2013-2014,BOS,none,none,70,4139.17,4.37,12
VIKTOR.FASTH,2013-2014,ANA,EDM,none,12,700.85,1.78,70
AARON.EKBLAD,2014-2015,FLA,none,none,81,1766.62,0.35,1
ADAM.BURISH,2014-2015,S.J,none,none,20,222.9,-1.72,62
ADAM.CLENDENING,2014-2015,CHI,VAN,none,21,349.38,-1.72,61
ADAM.CRACKNELL,2014-2015,CBJ,none,none,17,169.1,-1.35,65
ADAM.HENRIQUE,2014-2015,NJD,none,none,75,1330.78,0.26,7
ADAM.LARSSON,2014-2015,NJD,none,none,64,1341.63,-0.19,18
ADAM.LOWRY,2014-2015,WPG,none,none,84,1159.33,0.52,-2
ADAM.MCQUAID,2014-2015,BOS,none,none,63,1161.47,-0.74,19
ADAM.PARDY,2014-2015,WPG,none,none,57,862.57,0.2,25
ALEC.MARTINEZ,2014-2015,LAK,none,none,56,1115.4,0.47,26
ALEKSANDER.BARKOV,2014-2015,FLA,none,none,71,1242.42,0.49,11
ALES.HEMSKY,2014-2015,DAL,none,none,76,1036.68,0.26,6
ALEX.BIEGA,2014-2015,VAN,none,none,7,110.57,-0.94,75
ALEX.BURROWS,2014-2015,VAN,none,none,73,1126.52,0.6,9
ALEX.CHIASSON,2014-2015,OTT,none,none,80,1053.53,-0.22,2
ALEX.EDLER,2014-2015,VAN,none,none,80,1916.53,0.07,2
ALEXEI.EMELIN,2014-2015,MTL,none,none,80,1605.4,-1.02,2
ALEXEY.MARCHENKO,2014-2015,DET,none,none,16,251.03,0.72,66
ALEX.GALCHENYUK,2014-2015,MTL,none,none,92,1506.43,0.21,-10
ALEX.GOLIGOSKI,2014-2015,DAL,none,none,81,1928.72,0.85,1
ALEX.KILLORN,2014-2015,TBL,none,none,97,1726.13,0.63,-15
ALEX.OVECHKIN,2014-2015,WSH,none,none,95,1925.73,3.44,-13
ALEX.PETROVIC,2014-2015,FLA,none,none,33,536.57,-0.72,49
ALEX.PIETRANGELO,2014-2015,STL,none,none,87,2218.88,0.07,-5
ALEX.SEMIN,2014-2015,CAR,none,none,57,907.65,0.7,25
ALEX.STEEN,2014-2015,STL,none,none,80,1596,2.49,2
ALEX.TANGUAY,2014-2015,COL,none,none,80,1452.62,0.85,2
ALEX.WENNBERG,2014-2015,CBJ,none,none,68,1062.47,0.81,14
ANDERS.LEE,2014-2015,NYI,none,none,81,1167.63,0.56,1
ANDRE.BENOIT,2014-2015,BUF,none,none,59,1069.38,-1.92,23
ANDRE.BURAKOVSKY,2014-2015,WSH,none,none,64,821.35,1.46,18
ANDREI.MARKOV,2014-2015,MTL,none,none,93,2306.6,-0.21,-11
ANDREJ.MESZAROS,2014-2015,BUF,none,none,60,1074.38,-2.16,22
ANDREJ.NESTRASIL,2014-2015,CAR,none,none,54,720.98,0.68,28
ANDREJ.SEKERA,2014-2015,CAR,LAK,none,73,1605.12,0.35,9
ANDREJ.SUSTR,2014-2015,TBL,none,none,98,1670.77,0.82,-16
ANDREW.CAMPBELL,2014-2015,ARI,none,none,33,578.72,-0.57,49
ANDREW.COGLIANO,2014-2015,ANA,none,none,98,1455.38,0.27,-16
ANDREW.DESJARDINS,2014-2015,CHI,none,none,90,1033.47,-0.67,-8
ANDREW.EBBETT,2014-2015,PIT,none,none,24,216.13,0.03,58
ANDREW.FERENCE,2014-2015,EDM,none,none,70,1321.38,-1.66,12
ANDREW.LADD,2014-2015,WPG,none,none,85,1707.82,0.57,-3
ANDREW.MACDONALD,2014-2015,PHI,none,none,58,1160.78,-1.03,24
ANDREW.MACWILLIAM,2014-2015,TOR,none,none,12,184.83,-2.19,70
ANDREW.SHAW,2014-2015,CHI,none,none,102,1538.53,0.39,-20
ANDY.ANDREOFF,2014-2015,LAK,none,none,18,154.23,-0.59,64
ANDY.GREENE,2014-2015,NJD,none,none,82,1930.63,0.3,0
ANTHONY.BITETTO,2014-2015,NSH,none,none,7,82.45,-0.94,75
ANTHONY.DUCLAIR,2014-2015,NYR,none,none,18,218.82,0.46,64
ANTHONY.PELUSO,2014-2015,WPG,none,none,49,287.97,-0.44,33
ANTOINE.ROUSSEL,2014-2015,DAL,none,none,80,1161.75,1.5,2
ANTOINE.VERMETTE,2014-2015,CHI,none,none,102,1725.68,-0.18,-20
ANTON.LANDER,2014-2015,EDM,none,none,38,570.45,-0.04,44
ANTON.STRALMAN,2014-2015,TBL,none,none,108,2384.95,0.96,-26
ANTON.VOLCHENKOV,2014-2015,NSH,none,none,47,620.05,-0.17,35
ANZE.KOPITAR,2014-2015,LAK,none,none,79,1530.32,2.38,3
ARTEM.ANISIMOV,2014-2015,CBJ,none,none,52,851.8,0.3,30
BARCLAY.GOODROW,2014-2015,S.J,none,none,60,664.3,0.23,22
BARRET.JACKMAN,2014-2015,STL,none,none,86,1423.23,0.51,-4
BEAU.BENNETT,2014-2015,PIT,none,none,51,627.93,0.47,31
BEN.CHIAROT,2014-2015,WPG,none,none,42,707.27,1.13,40
BEN.LOVEJOY,2014-2015,PIT,none,none,65,1280.4,0.14,17
BENOIT.POULIOT,2014-2015,EDM,none,none,58,964.08,0.07,24
BEN.SMITH,2014-2015,CHI,none,none,80,1044.17,0.62,2
B.J..CROMBEEN,2014-2015,ARI,none,none,58,469.48,-0.59,24
BLAKE.COMEAU,2014-2015,PIT,none,none,66,1003.38,-0.57,16
BLAKE.WHEELER,2014-2015,WPG,none,none,83,1630.23,1.65,-1
BOBBY.FARNHAM,2014-2015,PIT,none,none,11,78.93,-0.15,71
BOBBY.RYAN,2014-2015,OTT,none,none,84,1454.65,0.51,-2
BO.HORVAT,2014-2015,VAN,none,none,74,909.97,-0.5,8
BOONE.JENNER,2014-2015,CBJ,none,none,31,566.37,1.83,51
BORNA.RENDULIC,2014-2015,COL,none,none,11,103.42,-0.15,71
BOYD.GORDON,2014-2015,EDM,none,none,68,906.13,0.75,14
BRAD.BOYES,2014-2015,FLA,none,none,78,1220.73,-0.04,4
BRAD.HUNT,2014-2015,EDM,none,none,11,214.33,-0.75,71
BRAD.MALONE,2014-2015,CAR,none,none,65,659.78,0.13,17
BRAD.MARCHAND,2014-2015,BOS,none,none,77,1301.33,0.24,5
BRAD.RICHARDS,2014-2015,CHI,none,none,99,1516.28,-0.2,-17
BRAD.RICHARDSON,2014-2015,VAN,none,none,50,714.27,-0.39,32
BRAD.STUART,2014-2015,COL,none,none,65,1321,-0.39,17
BRANDON.BOLLIG,2014-2015,CGY,none,none,73,608.8,-1.1,9
BRANDON.DAVIDSON,2014-2015,EDM,none,none,12,181.65,1.23,70
BRANDON.DUBINSKY,2014-2015,CBJ,none,none,47,848.88,0.92,35
BRANDON.GORMLEY,2014-2015,ARI,none,none,27,413.7,-0.21,55
BRANDON.KOZUN,2014-2015,TOR,none,none,20,158.22,-0.86,62
BRANDON.MANNING,2014-2015,PHI,none,none,11,188.78,0.37,71
BRANDON.MCMILLAN,2014-2015,VAN,none,none,60,624.85,0.41,22
BRANDON.PIRRI,2014-2015,FLA,none,none,49,723.72,2.73,33
BRANDON.PRUST,2014-2015,MTL,none,none,94,1228.62,0.78,-12
BRANDON.SAAD,2014-2015,CHI,none,none,105,1881.52,1.06,-23
BRANDON.SUTTER,2014-2015,PIT,none,none,85,1465.7,0.28,-3
BRAYDEN.MCNABB,2014-2015,LAK,none,none,71,1128.83,0.29,11
BRAYDEN.SCHENN,2014-2015,PHI,none,none,82,1400.57,0.04,0
BRAYDON.COBURN,2014-2015,TBL,none,none,69,1299.2,-0.84,13
BRENDAN.GALLAGHER,2014-2015,MTL,none,none,94,1576.5,2.94,-12
BRENDAN.SHINNIMIN,2014-2015,ARI,none,none,12,132.42,-0.82,70
BRENDAN.SMITH,2014-2015,DET,none,none,81,1440.17,0.05,1
BRENDEN.DILLON,2014-2015,DAL,S.J,none,80,1565.68,-0.44,2
BRENDEN.MORROW,2014-2015,TBL,none,none,94,860.93,-0.01,-12
BRENT.BURNS,2014-2015,S.J,none,none,82,1964.37,0.9,0
BRENT.SEABROOK,2014-2015,CHI,none,none,105,2423.27,0.85,-23
BRETT.BELLEMORE,2014-2015,CAR,none,none,49,802.38,0.18,33
BRETT.CONNOLLY,2014-2015,TBL,BOS,none,55,668.25,-0.18,27
BRETT.RITCHIE,2014-2015,DAL,none,none,31,433.57,0.74,51
BRIAN.BOYLE,2014-2015,TBL,none,none,107,1406.98,0.21,-25
BRIAN.CAMPBELL,2014-2015,FLA,none,none,82,1903.08,0.52,0
BRIAN.DUMOULIN,2014-2015,PIT,none,none,13,195.88,-1.07,69
BRIAN.FLYNN,2014-2015,MTL,none,none,69,1005.45,0.2,13
BRIAN.GIBBONS,2014-2015,CBJ,none,none,25,345.58,0.79,57
BRIAN.GIONTA,2014-2015,BUF,none,none,69,1245.75,0.18,13
BRIAN.LASHOFF,2014-2015,DET,none,none,11,145.87,-0.45,71
BRIAN.STRAIT,2014-2015,NYI,none,none,59,1087.07,0.13,23
BROCK.NELSON,2014-2015,NYI,none,none,88,1388.43,1.29,-6
BROOKS.LAICH,2014-2015,WSH,none,none,80,1138.82,0.64,2
BROOKS.ORPIK,2014-2015,WSH,none,none,92,2011.08,-0.45,-10
BRYAN.ALLEN,2014-2015,ANA,MTL,none,11,172.95,-0.97,71
BRYAN.BICKELL,2014-2015,CHI,none,none,98,1227.92,0.06,-16
BRYAN.LITTLE,2014-2015,WPG,none,none,74,1471.42,1.16,8
BRYAN.RUST,2014-2015,PIT,none,none,14,168.27,0.23,68
BRYCE.SALVADOR,2014-2015,NJD,none,none,15,277.53,-2.13,67
CAL.CLUTTERBUCK,2014-2015,NYI,none,none,83,1057.12,0.02,-1
CALLE.JARNKROK,2014-2015,NSH,none,none,80,1049.73,0.6,2
CALVIN.DE HAAN,2014-2015,NYI,none,none,70,1322.4,0.37,12
CAM.ATKINSON,2014-2015,CBJ,none,none,78,1325.3,0.38,4
CAM.FOWLER,2014-2015,ANA,none,none,96,2060.35,-0.07,-14
CARL.GUNNARSSON,2014-2015,STL,none,none,67,1209.03,0.34,15
CARL.HAGELIN,2014-2015,NYR,none,none,101,1564.92,-1.15,-19
CARLO.COLAIACOVO,2014-2015,PHI,none,none,33,544,0.75,49
CARL.SODERBERG,2014-2015,BOS,none,none,82,1378.42,0.28,0
CASEY.CIZIKAS,2014-2015,NYI,none,none,77,972.03,0.04,5
CEDRIC.PAQUETTE,2014-2015,TBL,none,none,88,1178.25,-0.12,-6
CHARLIE.COYLE,2014-2015,MIN,none,none,92,1337.1,0.15,-10
CHRIS.BUTLER,2014-2015,STL,none,none,33,567.3,0.25,49
CHRIS.CONNER,2014-2015,WSH,none,none,2,17.63,-2.46,80
CHRIS.HIGGINS,2014-2015,VAN,none,none,83,1315.47,0.69,-1
CHRIS.KELLY,2014-2015,BOS,none,none,80,1211.27,0.15,2
CHRIS.KREIDER,2014-2015,NYR,none,none,99,1584.6,1.28,-17
CHRIS.KUNITZ,2014-2015,PIT,none,none,79,1413.23,0.59,3
