player,team,season,status,position_new,cap_hit,total_games_missed_injury,total_chip
 AARON.EKBLAD,FLA,2014-2015,active,D,3.775,1,46.036585366
 AARON.EKBLAD,FLA,2015-2016,active,D,3.775,4,184.146341463
 AARON.EKBLAD,FLA,2016-2017,active,D,3.775,14,644.512195122
 AARON.JOHNSON,CBJ,2011-2012,active,D,0.55,5,33.536585366
 AARON.PALUSHAJ,MTL,2011-2012,active,F,0.883,2,21.536585366
 AARON.ROME,DAL,2012-2013,active,D,1.5,20,365.853658536
 AARON.ROME,DAL,2013-2014,active,D,1.5,30,548.780487804
 AARON.ROME,VAN,2009-2010,active,D,0.55,5,33.536585366
 AARON.ROME,VAN,2010-2011,active,D,0.75,8,73.170731707
 AARON.ROME,VAN,2011-2012,active,D,0.75,36,329.268292683
 AARON.VOLPATTI,VAN,2010-2011,active,F,0.613,3,22.426829268
 AARON.VOLPATTI,VAN,2011-2012,active,F,0.613,57,426.109756098
 AARON.VOLPATTI,WSH,2013-2014,active,F,0.575,21,147.256097561
 AARON.VOLPATTI,WSH,2014-2015,active,F,0.575,50,350.609756098
 AARON.VOROS,ANA,2010-2011,active,F,1,24,292.68292683000004
 AARON.WARD,ANA,2009-2010,active,D,2.5,1,30.487804878
 AARON.WARD,CAR,2009-2010,active,D,2.5,1,30.487804878
 ADAM.BURISH,CHI,2009-2010,active,F,0.713,65,565.182926829
 ADAM.BURISH,DAL,2010-2011,active,F,1.15,19,266.463414634
 ADAM.BURISH,DAL,2011-2012,active,F,1.15,16,224.390243903
 ADAM.BURISH,SJS,2013-2014,active,F,1.85,65,1466.463414634
 ADAM.CRACKNELL,DAL,2016-2017,active,F,0.6,5,36.585365854
 ADAM.ERNE,TBL,2017-2018,active,F,0.894167,6,65.426853659
 ADAM.FOOTE,COL,2009-2010,active,D,3,13,475.60975609800005
 ADAM.FOOTE,COL,2010-2011,active,D,1.25,33,503.048780487
 ADAM.HALL,TBL,2011-2012,active,F,0.6,21,153.658536586
 ADAM.HENRIQUE,NJD,2011-2012,active,F,0.854,5,52.073170731999994
 ADAM.HENRIQUE,NJD,2012-2013,active,F,0.854,5,52.073170732
 ADAM.HENRIQUE,NJD,2013-2014,active,F,4,5,243.902439024
 ADAM.HENRIQUE,NJD,2014-2015,active,F,4,7,341.463414634
 ADAM.HENRIQUE,NJD,2015-2016,active,F,4,2,97.56097561
 ADAM.LARSSON,EDM,2016-2017,active,D,4.166667,3,152.439036585
 ADAM.LARSSON,EDM,2017-2018,active,D,4.166667,8,406.504097561
 ADAM.LARSSON,NJD,2011-2012,active,D,0.925,10,112.804878049
 ADAM.LARSSON,NJD,2013-2014,active,D,0.925,21,236.890243902
 ADAM.LARSSON,NJD,2014-2015,active,D,0.9,8,87.804878049
 ADAM.LOWRY,WPG/ATL,2014-2015,active,F,0.925,1,11.280487805
 ADAM.LOWRY,WPG/ATL,2015-2016,active,F,0.828333,5,50.508109756
 ADAM.LOWRY,WPG/ATL,2017-2018,active,F,1.125,36,493.90243902400005
 ADAM.MAIR,BUF,2009-2010,active,F,0.758,5,46.219512195
 ADAM.MCQUAID,BOS,2010-2011,active,D,0.575,1,7.012195122
 ADAM.MCQUAID,BOS,2011-2012,active,D,0.575,8,56.097560976
 ADAM.MCQUAID,BOS,2012-2013,active,D,1.567,13,248.426829269
 ADAM.MCQUAID,BOS,2013-2014,active,D,1.566667,51,974.3904512199999
 ADAM.MCQUAID,BOS,2014-2015,active,D,1.566667,18,343.902512195
 ADAM.MCQUAID,BOS,2015-2016,active,D,2.75,18,603.658536585
 ADAM.MCQUAID,BOS,2016-2017,active,D,2.75,5,167.682926829
 ADAM.MCQUAID,BOS,2017-2018,active,D,2.75,36,1207.317073171
 ADAM.PARDY,CGY,2009-2010,active,D,0.7,4,34.146341464
 ADAM.PARDY,CGY,2010-2011,active,D,0.7,52,443.902439024
 ADAM.PARDY,DAL,2011-2012,active,D,2,4,97.56097561
 ADAM.PARDY,EDM,2015-2016,active,D,1,9,109.756097561
 ADAM.PELECH,NYI,2015-2016,active,D,0.933833,36,409.975463415
 ADAM.PELECH,NYI,2016-2017,active,D,0.854333,14,145.861731707
 ADAM.PELECH,NYI,2017-2018,active,D,1.6,4,78.048780488
 ADRIAN.AUCOIN,ARI/PHX,2010-2011,active,D,2,7,170.731707317
 ADRIAN.AUCOIN,ARI/PHX,2011-2012,active,D,2,16,390.243902439
 ADRIAN.AUCOIN,CBJ,2012-2013,active,D,2.25,11,301.829268291
 ADRIAN.KEMPE,LAK,2017-2018,active,F,0.894167,1,10.90447561
 AKIM.ALIU,CGY,2012-2013,active,F,0.695,1,8.475609756
 AL.MONTOYA,EDM,2017-2018,active,G,1.0625,5,64.786585366
 AL.MONTOYA,FLA,2014-2015,active,G,1.05,16,204.87804878
 AL.MONTOYA,FLA,2015-2016,active,G,1.05,2,25.609756098
 AL.MONTOYA,MTL,2016-2017,active,G,0.95,6,69.512195122
 AL.MONTOYA,MTL,2017-2018,active,G,1.0625,24,310.975609756
 AL.MONTOYA,NYI,2011-2012,active,G,0.601,21,153.914634146
 AL.MONTOYA,WPG/ATL,2012-2013,active,G,0.601,11,80.62195122
 AL.MONTOYA,WPG/ATL,2013-2014,active,G,0.601,7,51.304878049
 ALAN.QUINE,NYI,2016-2017,active,F,0.6125,7,52.286585366
 ALAN.QUINE,NYI,2017-2018,active,F,0.6125,36,268.902439024
 ALEC.MARTINEZ,LAK,2009-2010,active,D,0.875,22,234.756097561
 ALEC.MARTINEZ,LAK,2011-2012,active,D,0.738,10,90
 ALEC.MARTINEZ,LAK,2012-2013,active,D,0.738,7,63
 ALEC.MARTINEZ,LAK,2013-2014,active,D,1.1,7,93.902439024
 ALEC.MARTINEZ,LAK,2014-2015,active,D,1.1,25,335.365853658
 ALEC.MARTINEZ,LAK,2015-2016,active,D,4,4,195.12195122
 ALEC.MARTINEZ,LAK,2017-2018,active,D,4,5,243.90243902499998
 ALEKSANDER.BARKOV,FLA,2013-2014,active,F,3.575,28,1220.731707317
 ALEKSANDER.BARKOV,FLA,2014-2015,active,F,3.575,11,479.573170732
 ALEKSANDER.BARKOV,FLA,2015-2016,active,F,3.575,16,697.56097561
 ALEKSANDER.BARKOV,FLA,2016-2017,active,F,5.9,21,1510.975609756
 ALEKSANDER.BARKOV,FLA,2017-2018,active,F,5.9,3,215.85365853599998
 ALES.HEMSKY,DAL,2014-2015,active,F,4,3,146.341463415
 ALES.HEMSKY,DAL,2015-2016,active,F,4,7,341.463414634
 ALES.HEMSKY,DAL,2016-2017,active,F,4,67,3268.292682927
 ALES.HEMSKY,EDM,2009-2010,active,F,4.1,60,3e3
 ALES.HEMSKY,EDM,2010-2011,active,F,4.1,35,1750
 ALES.HEMSKY,EDM,2011-2012,active,F,4.1,13,650
 ALES.HEMSKY,EDM,2012-2013,active,F,5,10,609.756097561
 ALES.HEMSKY,EDM,2013-2014,active,F,5,8,487.80487804899997
 ALES.HEMSKY,MTL,2017-2018,active,F,1,74,902.43902439
 ALES.KOTALIK,CGY,2010-2011,active,F,3,26,951.219512195
 ALES.KOTALIK,NYR,2009-2010,active,F,3,1,36.585365854
 ALEX.AULD,OTT,2011-2012,active,G,1,3,36.585365854
 ALEX.BIEGA,VAN,2015-2016,active,D,0.6,2,14.634146341
 ALEX.BURROWS,OTT,2016-2017,active,F,4.5,1,54.87804878
 ALEX.BURROWS,VAN,2010-2011,active,F,2,10,243.902439024
 ALEX.BURROWS,VAN,2011-2012,active,F,2,2,48.780487805
 ALEX.BURROWS,VAN,2013-2014,active,F,4.5,33,1810.975609756
 ALEX.BURROWS,VAN,2014-2015,active,F,4.5,9,493.90243902400005
 ALEX.BURROWS,VAN,2015-2016,active,F,4.5,2,109.75609756
 ALEX.BURROWS,VAN,2016-2017,active,F,4.5,6,329.26829268200004
 ALEX.CHIASSON,DAL,2012-2013,active,F,0.9,6,65.853658537
 ALEX.CHIASSON,DAL,2013-2014,active,F,0.9,2,21.951219512
 ALEX.CHIASSON,OTT,2014-2015,active,F,0.9,6,65.853658536
 ALEX.FROLOV,NYR,2010-2011,active,F,3,39,1426.829268293
 ALEX.GALCHENYUK,MTL,2013-2014,active,F,3.225,17,668.597560975
 ALEX.GALCHENYUK,MTL,2014-2015,active,F,3.225,2,78.658536585
 ALEX.GALCHENYUK,MTL,2016-2017,active,F,2.8,21,717.073170731
 ALEX.GOLIGOSKI,ARI/PHX,2017-2018,active,D,5.475,1,66.768292683
 ALEX.GOLIGOSKI,DAL,2011-2012,active,D,1.833,11,245.890243902
 ALEX.GOLIGOSKI,DAL,2014-2015,active,D,4.6,1,56.097560976
 ALEX.GOLIGOSKI,PIT,2009-2010,active,D,1.833,12,268.243902439
 ALEX.IAFALLO,LAK,2017-2018,active,F,0.925,4,45.12195122
 ALEX.KILLORN,TBL,2014-2015,active,F,2.55,11,342.073170731
 ALEX.KILLORN,TBL,2015-2016,active,F,2.55,1,31.097560976
 ALEX.KILLORN,TBL,2016-2017,active,F,4.45,1,54.268292683
 ALEX.PETROVIC,FLA,2013-2014,active,D,0.87,24,254.63414634100002
 ALEX.PETROVIC,FLA,2015-2016,active,D,1.05,12,153.658536585
 ALEX.PETROVIC,FLA,2016-2017,active,D,1.05,33,422.56097561
 ALEX.PETROVIC,FLA,2017-2018,active,D,1.85,3,67.68292683
 ALEX.PIETRANGELO,STL,2010-2011,active,D,3.167,3,115.865853659
 ALEX.PIETRANGELO,STL,2011-2012,active,D,3.167,1,38.62195122
 ALEX.PIETRANGELO,STL,2012-2013,active,D,3.167,1,38.62195122
 ALEX.PIETRANGELO,STL,2015-2016,active,D,6.5,9,713.414634146
 ALEX.PIETRANGELO,STL,2016-2017,active,D,6.5,1,79.268292683
 ALEX.PIETRANGELO,STL,2017-2018,active,D,6.5,4,317.073170732
 ALEX.PLANTE,EDM,2011-2012,active,D,1.075,9,117.987804878
 ALEX.STALOCK,SJS,2014-2015,active,G,1.6,7,136.585365854
 ALEX.STEEN,STL,2009-2010,active,F,1.7,14,290.243902439
 ALEX.STEEN,STL,2010-2011,active,F,3.363,10,410.12195122
 ALEX.STEEN,STL,2011-2012,active,F,3.363,39,1599.475609756
 ALEX.STEEN,STL,2012-2013,active,F,3.363,8,328.097560976
 ALEX.STEEN,STL,2013-2014,active,F,3.3625,14,574.085365854
 ALEX.STEEN,STL,2014-2015,active,F,5.8,8,565.853658536
 ALEX.STEEN,STL,2015-2016,active,F,5.8,15,1060.975609756
 ALEX.STEEN,STL,2016-2017,active,F,5.8,6,424.390243902
 ALEX.STEEN,STL,2017-2018,active,F,5.75,6,420.731707317
 ALEX.TANGUAY,ARI/PHX,2015-2016,active,F,3.5,1,42.682926829
 ALEX.TANGUAY,CGY,2010-2011,active,F,1.7,3,62.195121951
 ALEX.TANGUAY,CGY,2011-2012,active,F,3.5,18,768.292682927
 ALEX.TANGUAY,CGY,2012-2013,active,F,3.5,8,341.463414634
 ALEX.TANGUAY,COL,2013-2014,active,F,3.5,61,2603.658536586
 ALEX.TANGUAY,COL,2014-2015,active,F,3.5,2,85.365853659
 ALEX.TANGUAY,COL,2015-2016,active,F,3.5,11,469.512195122
 ALEXANDAR.GEORGIEV,NYR,2017-2018,active,G,0.925,1,11.280487805
 ALEXANDER.BURMISTROV,ARI/PHX,2016-2017,active,F,1.55,14,264.634146341
 ALEXANDER.BURMISTROV,WPG/ATL,2010-2011,active,F,1.5,8,146.341463415
 ALEXANDER.BURMISTROV,WPG/ATL,2011-2012,active,F,1.5,6,109.75609756200001
 ALEXANDER.BURMISTROV,WPG/ATL,2015-2016,active,F,1.55,1,18.902439024
 ALEXANDER.BURMISTROV,WPG/ATL,2016-2017,active,F,1.55,11,207.92682926799998
 ALEXANDER.EDLER,VAN,2009-2010,active,D,3.25,6,237.804878049
 ALEXANDER.EDLER,VAN,2010-2011,active,D,3.25,31,1228.658536585
 ALEXANDER.EDLER,VAN,2013-2014,active,D,5,16,975.609756098
 ALEXANDER.EDLER,VAN,2014-2015,active,D,5,8,487.804878049
 ALEXANDER.EDLER,VAN,2015-2016,active,D,5,30,1829.268292683
 ALEXANDER.EDLER,VAN,2016-2017,active,D,5,14,853.6585365850001
 ALEXANDER.EDLER,VAN,2017-2018,active,D,5,12,731.707317073
 ALEXANDER.KERFOOT,COL,2017-2018,active,F,1.1375,3,41.615853659
 ALEXANDER.OVECHKIN,WSH,2009-2010,active,F,9.538,6,697.902439024
 ALEXANDER.OVECHKIN,WSH,2010-2011,active,F,9.538,3,348.951219512
 ALEXANDER.OVECHKIN,WSH,2011-2012,active,F,9.538,1,116.317073171
 ALEXANDER.OVECHKIN,WSH,2013-2014,active,F,9.5384620000000009,4,465.290829268
 ALEXANDER.OVECHKIN,WSH,2014-2015,active,F,9.5384620000000009,1,116.322707317
 ALEXANDER.RADULOV,MTL,2016-2017,active,F,5.75,5,350.60975609800005
 ALEXANDER.SEMIN,CAR,2012-2013,active,F,7,4,341.463414634
 ALEXANDER.SEMIN,CAR,2013-2014,active,F,7,15,1280.4878048780001
 ALEXANDER.SEMIN,CAR,2014-2015,active,F,7,16,1365.853658537
 ALEXANDER.SEMIN,MTL,2015-2016,active,F,1.1,5,67.073170732
 ALEXANDER.SEMIN,WSH,2009-2010,active,F,4.6,9,504.87804878
 ALEXANDER.SEMIN,WSH,2010-2011,active,F,6,17,1243.9024390250001
 ALEXANDER.SEMIN,WSH,2011-2012,active,F,6.7,3,245.12195121899998
 ALEXANDER.SULZER,BUF,2012-2013,active,D,0.725,29,256.402439024
 ALEXANDER.SULZER,BUF,2013-2014,active,D,0.725,26,229.87804878
 ALEXANDER.SULZER,FLA,2010-2011,active,D,0.65,12,95.121951219
 ALEXANDER.WENNBERG,CBJ,2014-2015,active,F,1.4,4,68.292682927
 ALEXANDER.WENNBERG,CBJ,2015-2016,active,F,1.4,13,221.951219513
 ALEXANDER.WENNBERG,CBJ,2016-2017,active,F,1.4,1,17.073170732
 ALEXANDER.WENNBERG,CBJ,2017-2018,active,F,4.9,15,896.341463415
 ALEXANDRE.BOLDUC,ARI/PHX,2014-2015,active,F,0.6,1,7.317073171
 ALEXANDRE.BOLDUC,VAN,2009-2010,active,F,0.528,47,302.634146341
 ALEXANDRE.BOLDUC,VAN,2010-2011,active,F,0.497,32,193.95121951299998
 ALEXANDRE.PICARD,CAR,2009-2010,active,D,0.8,12,117.073170732
 ALEXANDRE.PICARD,CBJ,2009-2010,active,F,0.866,1,10.56097561
 ALEXANDRE.PICARD,MTL,2010-2011,active,D,0.6,8,58.536585366
 ALEXANDRE.PICARD,OTT,2009-2010,active,D,0.8,4,39.024390244
 ALEXEI.EMELIN,MTL,2011-2012,active,D,0.984,1,12
 ALEXEI.EMELIN,MTL,2012-2013,active,D,2,10,243.902439024
 ALEXEI.EMELIN,MTL,2013-2014,active,D,2,19,463.414634146
 ALEXEI.EMELIN,MTL,2014-2015,active,D,4.1,14,700
 ALEXEI.EMELIN,MTL,2015-2016,active,D,4.1,5,250
 ALEXEI.EMELIN,MTL,2016-2017,active,D,4.1,2,100
 ALEXEI.EMELIN,NSH,2017-2018,active,D,3,2,73.170731707
 ALEXEI.KOVALEV,OTT,2009-2010,active,F,5,2,121.951219512
 ALEXEI.KOVALEV,OTT,2010-2011,active,F,5,6,365.853658537
 ALEXEI.PONIKAROVSKY,LAK,2010-2011,active,F,3.2,18,702.43902439
 ALEXEI.PONIKAROVSKY,NJD,2011-2012,active,F,1.5,3,54.87804878
 ALEXEI.PONIKAROVSKY,NJD,2012-2013,active,F,1.8,3,65.853658537
 ALEXEY.MARCHENKO,DET,2016-2017,active,D,1.45,16,282.926829268
 ANDERS.BJORK,BOS,2017-2018,active,F,1.066667,41,533.3335
 ANDERS.LEE,NYI,2015-2016,active,F,3.75,2,91.463414634
 ANDERS.LEE,NYI,2016-2017,active,F,3.75,1,45.731707317
 ANDERS.LINDBACK,ARI/PHX,2015-2016,active,G,0.875,27,288.109756098
 ANDERS.LINDBACK,TBL,2012-2013,active,G,1.8,14,307.317073171
 ANDERS.LINDBACK,TBL,2013-2014,active,G,1.8,7,153.658536585
 ANDERS.NILSSON,BUF,2016-2017,active,G,1,3,36.585365854
 ANDERS.NILSSON,VAN,2017-2018,active,G,2.5,1,30.487804878
 ANDRE.BENOIT,BUF,2014-2015,active,D,0.8,2,19.512195122
 ANDRE.BENOIT,COL,2013-2014,active,D,0.9,1,10.975609756
 ANDRE.BURAKOVSKY,WSH,2016-2017,active,F,0.894167,15,163.567134146
 ANDRE.BURAKOVSKY,WSH,2017-2018,active,F,3,23,841.4634146340001
 ANDREAS.ATHANASIOU,DET,2016-2017,active,F,0.885833,15,162.042621951
 ANDREAS.ATHANASIOU,DET,2017-2018,active,F,1.3875,1,16.920731707
 ANDREAS.ENGQVIST,MTL,2011-2012,active,F,0.9,10,109.756097561
 ANDREAS.LILJA,DET,2009-2010,active,D,1.25,55,838.414634146
 ANDREAS.LILJA,PHI,2011-2012,active,D,0.738,16,144
 ANDREAS.NODL,CAR,2011-2012,active,F,0.845,8,82.43902439
 ANDREAS.NODL,PHI,2010-2011,active,F,0.85,2,20.731707317
 ANDREAS.NODL,PHI,2011-2012,active,F,0.845,7,72.134146342
 ANDREI.KOSTITSYN,MTL,2009-2010,active,F,3.25,23,911.5853658530001
 ANDREI.KOSTITSYN,MTL,2011-2012,active,F,3.25,10,396.341463415
 ANDREI.LOKTIONOV,LAK,2009-2010,active,F,0.875,48,512.195121951
 ANDREI.LOKTIONOV,NJD,2012-2013,active,F,0.817,2,19.926829268
 ANDREI.LOKTIONOV,NJD,2013-2014,active,F,0.725,2,17.682926829
 ANDREI.MARKOV,MTL,2009-2010,active,D,5.75,37,2594.512195122
 ANDREI.MARKOV,MTL,2010-2011,active,D,5.75,75,5259.146341463
 ANDREI.MARKOV,MTL,2011-2012,active,D,5.75,69,4838.414634147
 ANDREI.MARKOV,MTL,2016-2017,active,D,5.75,19,1332.317073171
 ANDREI.VASILEVSKIY,TBL,2015-2016,active,G,1.475,12,215.853658537
 ANDREJ.MESZAROS,BUF,2014-2015,active,D,4.125,8,402.439024391
 ANDREJ.MESZAROS,PHI,2010-2011,active,D,4,1,48.780487805
 ANDREJ.MESZAROS,PHI,2011-2012,active,D,4,20,975.609756098
 ANDREJ.MESZAROS,PHI,2012-2013,active,D,4,37,1804.87804878
 ANDREJ.NESTRASIL,CAR,2014-2015,active,F,0.55,13,87.195121951
 ANDREJ.NESTRASIL,CAR,2015-2016,active,F,0.9125,22,244.817073171
 ANDREJ.SEKERA,BUF,2009-2010,active,D,1,7,85.365853659
 ANDREJ.SEKERA,BUF,2010-2011,active,D,1,2,24.390243902
 ANDREJ.SEKERA,BUF,2011-2012,active,D,2.75,13,435.975609756
 ANDREJ.SEKERA,BUF,2012-2013,active,D,2.75,11,368.90243902500004
 ANDREJ.SEKERA,CAR,2013-2014,active,D,2.75,8,268.292682927
 ANDREJ.SEKERA,CAR,2014-2015,active,D,2.75,2,67.073170732
 ANDREJ.SEKERA,EDM,2015-2016,active,D,5.5,1,67.073170732
 ANDREJ.SEKERA,EDM,2016-2017,active,D,5.5,2,134.146341463
 ANDREJ.SEKERA,EDM,2017-2018,active,D,5.5,45,3018.292682926
 ANDREJ.SEKERA,LAK,2014-2015,active,D,2.75,6,201.219512195
 ANDREJ.SUSTR,TBL,2014-2015,active,D,0.874125,7,74.62042683
 ANDREJ.SUSTR,TBL,2015-2016,active,D,1.45,3,53.048780488
 ANDREW.ALBERTS,VAN,2010-2011,active,D,1.05,33,422.56097561
 ANDREW.ALBERTS,VAN,2013-2014,active,D,0.6,41,300
 ANDREW.BRUNETTE,CHI,2011-2012,active,F,2,4,97.560975609
 ANDREW.COPP,WPG/ATL,2015-2016,active,F,1.025,4,50
 ANDREW.COPP,WPG/ATL,2016-2017,active,F,0.925,5,56.402439024
 ANDREW.DESJARDINS,CHI,2016-2017,active,F,0.8,13,126.829268293
 ANDREW.DESJARDINS,SJS,2011-2012,active,F,0.54,2,13.170731707
 ANDREW.DESJARDINS,SJS,2012-2013,active,F,0.64,4,31.219512195
 ANDREW.EBBETT,MIN,2009-2010,active,F,0.5,11,67.073170732
 ANDREW.EBBETT,PIT,2013-2014,active,F,0.55,20,134.146341463
 ANDREW.EBBETT,VAN,2011-2012,active,F,0.525,51,326.52439024399996
 ANDREW.FERENCE,BOS,2009-2010,active,D,1.4,31,529.268292683
 ANDREW.FERENCE,BOS,2010-2011,active,D,2.25,12,329.268292683
 ANDREW.FERENCE,BOS,2011-2012,active,D,2.25,7,192.073170731
 ANDREW.FERENCE,EDM,2013-2014,active,D,3.25,11,435.975609756
 ANDREW.FERENCE,EDM,2014-2015,active,D,3.25,9,356.707317073
 ANDREW.FERENCE,EDM,2015-2016,active,D,3.25,56,2219.512195121
 ANDREW.HAMMOND,COL,2017-2018,active,G,1.35,12,197.56097561
 ANDREW.HAMMOND,OTT,2014-2015,active,G,0.72,1,8.780487805
 ANDREW.HAMMOND,OTT,2015-2016,active,G,1.35,14,230.48780487800002
 ANDREW.HAMMOND,OTT,2016-2017,active,G,1.35,22,362.19512195100003
 ANDREW.LADD,NYI,2016-2017,active,F,5.5,4,268.292682927
 ANDREW.LADD,NYI,2017-2018,active,F,5.5,9,603.658536585
 ANDREW.LADD,WPG/ATL,2010-2011,active,F,2.35,1,28.658536585
 ANDREW.LADD,WPG/ATL,2013-2014,active,F,4.4,3,160.975609756
 ANDREW.MACDONALD,NYI,2009-2010,active,D,0.483,12,70.682926829
 ANDREW.MACDONALD,NYI,2010-2011,active,D,0.55,22,147.56097561
 ANDREW.MACDONALD,PHI,2014-2015,active,D,5,17,1036.585365854
 ANDREW.MACDONALD,PHI,2015-2016,active,D,5,1,60.975609756
 ANDREW.MACDONALD,PHI,2016-2017,active,D,5,6,365.853658537
 ANDREW.MACDONALD,PHI,2017-2018,active,D,5,16,975.6097560970001
 ANDREW.MURRAY,CBJ,2009-2010,active,F,0.625,20,152.43902439000001
 ANDREW.MURRAY,CBJ,2010-2011,active,F,0.625,31,236.280487805
 ANDREW.SHAW,CHI,2013-2014,active,F,0.5775,2,14.085365854
 ANDREW.SHAW,CHI,2014-2015,active,F,2,3,73.170731707
 ANDREW.SHAW,CHI,2015-2016,active,F,2,4,97.56097561
 ANDREW.SHAW,MTL,2016-2017,active,F,3.9,14,665.853658537
 ANDREW.SHAW,MTL,2017-2018,active,F,3.9,31,1474.3902439019998
 ANDY.ANDREOFF,LAK,2016-2017,active,F,0.5875,15,107.469512195
 ANDY.ANDREOFF,LAK,2017-2018,active,F,0.6775,5,41.31097561
 ANDY.GREENE,NJD,2011-2012,active,D,3,26,951.219512195
 ANDY.GREENE,NJD,2016-2017,active,D,5,12,731.707317073
 ANDY.MCDONALD,STL,2009-2010,active,F,4.7,3,171.951219512
 ANDY.MCDONALD,STL,2010-2011,active,F,4.7,24,1375.609756098
 ANDY.MCDONALD,STL,2011-2012,active,F,4.7,57,3267.073170731
 ANDY.MCDONALD,STL,2012-2013,active,F,4.7,11,630.4878048779999
 ANDY.SUTTON,ANA,2010-2011,active,D,2.125,21,544.207317073
 ANDY.SUTTON,EDM,2011-2012,active,D,2.125,7,181.402439024
 ANDY.SUTTON,NYI,2009-2010,active,D,3,6,219.512195122
 ANSSI.SALMELA,NJD,2009-2010,active,D,0.613,2,14.951219512
 ANSSI.SALMELA,NJD,2010-2011,active,D,0.613,28,209.317073171
 ANTERO.NIITTYMAKI,SJS,2010-2011,active,G,2,17,414.634146342
 ANTERO.NIITTYMAKI,SJS,2011-2012,active,G,2,29,707.3170731710001
 ANTHONY.BEAUVILLIER,NYI,2016-2017,active,F,1.106667,2,26.991878048
 ANTHONY.BEAUVILLIER,NYI,2017-2018,active,F,1.106667,1,13.495939024
 ANTHONY.BITETTO,NSH,2015-2016,active,D,0.6655,9,73.042682927
 ANTHONY.BITETTO,NSH,2016-2017,active,D,0.6125,32,239.024390244
 ANTHONY.DUCLAIR,ARI/PHX,2015-2016,active,F,0.955,1,11.646341463
 ANTHONY.DUCLAIR,CHI,2017-2018,active,F,1.2,13,190.243902439
 ANTHONY.MANTHA,DET,2016-2017,active,F,0.863333,5,52.642256098
 ANTHONY.MANTHA,DET,2017-2018,active,F,0.863333,2,21.056902439
 ANTHONY.PELUSO,WPG/ATL,2012-2013,active,F,0.605,23,169.69512195099998
 ANTHONY.PELUSO,WPG/ATL,2014-2015,active,F,0.5625,9,61.737804878
 ANTHONY.PELUSO,WPG/ATL,2015-2016,active,F,0.675,19,156.402439024
 ANTHONY.STEWART,CAR,2011-2012,active,F,0.9,1,10.975609756
 ANTOINE.ROUSSEL,DAL,2015-2016,active,F,2,2,48.780487805
 ANTOINE.ROUSSEL,DAL,2016-2017,active,F,2,22,536.585365854
 ANTOINE.ROUSSEL,DAL,2017-2018,active,F,2,9,219.512195122
 ANTOINE.VERMETTE,ARI/PHX,2015-2016,active,F,3.75,6,274.390243902
 ANTON.BABCHUK,CGY,2011-2012,active,D,2.5,23,701.219512195
 ANTON.BABCHUK,CGY,2012-2013,active,D,2.5,11,335.365853659
 ANTON.BELOV,EDM,2013-2014,active,D,1.525,13,241.768292683
 ANTON.FORSBERG,CHI,2017-2018,active,G,0.75,5,45.731707317
 ANTON.KHUDOBIN,BOS,2016-2017,active,G,1.2,15,219.512195122
 ANTON.KHUDOBIN,BOS,2017-2018,active,G,1.2,4,58.536585366
 ANTON.KHUDOBIN,CAR,2013-2014,active,G,0.8,32,312.195121951
 ANTON.LANDER,EDM,2011-2012,active,F,0.9,3,32.926829268
 ANTON.LANDER,EDM,2012-2013,active,F,0.9,15,164.634146341
 ANTON.LANDER,EDM,2014-2015,active,F,0.6,7,51.219512195
 ANTON.LINDHOLM,COL,2016-2017,active,D,0.975,1,11.890243902
 ANTON.LINDHOLM,COL,2017-2018,active,D,0.925,14,157.926829268
 ANTON.RODIN,VAN,2016-2017,active,F,0.95,73,845.731707317
 ANTON.SLEPYSHEV,EDM,2017-2018,active,F,1.525,10,185.975609756
 ANTON.STRALMAN,CBJ,2009-2010,active,D,0.732,7,62.487804878000006
 ANTON.STRALMAN,CBJ,2010-2011,active,D,1.95,21,499.390243903
 ANTON.STRALMAN,NYR,2013-2014,active,D,1.7,1,20.731707317
 ANTON.STRALMAN,TBL,2015-2016,active,D,4.5,9,493.90243902400005
 ANTON.STRALMAN,TBL,2016-2017,active,D,4.5,9,493.902439024
 ANTON.STRALMAN,TBL,2017-2018,active,D,4.5,2,109.756097561
 ANTON.VOLCHENKOV,NSH,2014-2015,active,D,1,27,329.26829268299997
 ANTON.VOLCHENKOV,NJD,2010-2011,active,D,4.25,19,984.75609756
 ANTON.VOLCHENKOV,NJD,2011-2012,active,D,4.25,9,466.463414634
 ANTON.VOLCHENKOV,NJD,2013-2014,active,D,4.25,21,1088.414634147
 ANTON.VOLCHENKOV,OTT,2009-2010,active,D,2.5,16,487.80487804899997
 ANTTI.MIETTINEN,MIN,2009-2010,active,F,2.333,3,85.353658537
 ANTTI.MIETTINEN,MIN,2010-2011,active,F,2.333,9,256.06097561
 ANTTI.MIETTINEN,WPG/ATL,2012-2013,active,F,1.351,20,329.512195122
 ANTTI.NIEMI,CHI,2009-2010,active,G,0.827,1,10.085365854
 ANTTI.NIEMI,MTL,2017-2018,active,G,0.7,1,8.536585366
 ANTTI.NIEMI,SJS,2011-2012,active,G,3.8,2,92.68292683
 ANTTI.RAANTA,ARI/PHX,2017-2018,active,G,1,21,256.097560975
 ANTTI.RAANTA,NYR,2015-2016,active,G,0.75,3,27.43902439
 ANTTI.RAANTA,NYR,2016-2017,active,G,1,5,60.975609756
 ANZE.KOPITAR,LAK,2010-2011,active,F,6.8,7,580.487804878
 ANZE.KOPITAR,LAK,2012-2013,active,F,6.8,1,82.926829268
