player,team,season,status,position_new,cap_hit,total_games_missed_injury,total_chip
 JORDAN.EBERLE,NYI,2017-2018,active,F,6,1,73.170731707
 JORDAN.HENDRY,CHI,2009-2010,active,D,0.625,1,7.62195122
 JORDAN.HENDRY,CHI,2010-2011,active,D,0.6,20,146.341463415
 JORDAN.LEOPOLD,BUF,2010-2011,active,D,3,11,402.43902439
 JORDAN.LEOPOLD,BUF,2011-2012,active,D,3,3,109.756097561
 JORDAN.LEOPOLD,BUF,2012-2013,active,D,3,9,329.268292683
 JORDAN.LEOPOLD,STL,2013-2014,active,D,2.25,44,1207.31707317
 JORDAN.MARTINOOK,ARI/PHX,2015-2016,active,F,0.6125,1,7.469512195
 JORDAN.MARTINOOK,ARI/PHX,2016-2017,active,F,0.6125,4,29.87804878
 JORDAN.MARTINOOK,ARI/PHX,2017-2018,active,F,1.8,1,21.951219512
 JORDAN.NOLAN,LAK,2015-2016,active,F,0.95,25,289.634146341
 JORDAN.NOLAN,LAK,2016-2017,active,F,0.95,19,220.12195122
 JORDAN.SCHMALTZ,STL,2017-2018,active,D,1.208333,5,73.678841463
 JORDAN.SCHROEDER,CBJ,2017-2018,active,F,0.65,4,31.707317073
 JORDAN.SCHROEDER,MIN,2015-2016,active,F,0.6,2,14.634146341
 JORDAN.SCHROEDER,VAN,2013-2014,active,F,0.6,47,343.902439024
 JORDAN.STAAL,CAR,2014-2015,active,F,6,36,2634.1463414629998
 JORDAN.STAAL,CAR,2016-2017,active,F,6,7,512.195121951
 JORDAN.STAAL,PIT,2010-2011,active,F,4,39,1902.4390243910002
 JORDAN.STAAL,PIT,2011-2012,active,F,4,20,975.609756098
 JORDAN.WEAL,PHI,2015-2016,active,F,0.6325,11,84.847560976
 JORDAN.WEAL,PHI,2016-2017,active,F,0.65,4,31.707317073
 JORDAN.WEAL,PHI,2017-2018,active,F,1.75,3,64.024390244
 JORDIE.BENN,DAL,2014-2015,active,D,0.7,4,34.146341464
 JORDIE.BENN,DAL,2015-2016,active,D,0.7,15,128.048780488
 JORDIE.BENN,MTL,2016-2017,active,D,1.1,6,80.487804878
 JORDIN.TOOTOO,CHI,2016-2017,active,F,0.75,3,27.43902439
 JORDIN.TOOTOO,CHI,2017-2018,active,F,0.7,24,204.87804878
 JORDIN.TOOTOO,DET,2013-2014,active,F,1.9,3,69.512195122
 JORDIN.TOOTOO,NSH,2009-2010,active,F,0.975,30,356.707317073
 JORDIN.TOOTOO,NSH,2010-2011,active,F,1.25,1,15.243902439
 JORDIN.TOOTOO,NSH,2011-2012,active,F,1.25,1,15.243902439
 JORDIN.TOOTOO,NJD,2014-2015,active,F,0.55,7,46.951219512
 JORDIN.TOOTOO,NJD,2015-2016,active,F,0.825,15,150.91463414700002
 JORI.LEHTERA,PHI,2017-2018,active,F,4.7,1,57.317073171
 JORI.LEHTERA,STL,2014-2015,active,F,2.75,7,234.756097561
 JORI.LEHTERA,STL,2015-2016,active,F,2.75,3,100.609756098
 JORI.LEHTERA,STL,2016-2017,active,F,4.7,17,974.3902439029999
 JOSE.THEODORE,FLA,2011-2012,active,G,1.5,10,182.926829268
 JOSE.THEODORE,FLA,2012-2013,active,G,1.5,27,493.902439024
 JOSE.THEODORE,MIN,2010-2011,active,G,1.1,4,53.658536585
 JOSE.THEODORE,WSH,2009-2010,active,G,4.5,2,109.75609756
 JOSEPH.BLANDISI,ANA,2017-2018,active,F,0.68,4,33.170731707
 JOSEPH.BLANDISI,NJD,2016-2017,active,F,0.833333,1,10.162597561
 JOSEPH.CRAMAROSSA,ANA,2016-2017,active,F,0.7245,7,61.847560976
 JOSEPH.CRAMAROSSA,VAN,2016-2017,active,F,0.7245,10,88.353658537
 JOSH.ANDERSON,CBJ,2016-2017,active,F,0.810833,4,39.552829268000004
 JOSH.ANDERSON,CBJ,2017-2018,active,F,1.85,17,383.536585366
 JOSH.BAILEY,NYI,2009-2010,active,F,1.725,8,168.292682927
 JOSH.BAILEY,NYI,2010-2011,active,F,1.725,2,42.073170732
 JOSH.BAILEY,NYI,2011-2012,active,F,1.05,2,25.609756098
 JOSH.BAILEY,NYI,2012-2013,active,F,1.05,10,128.048780488
 JOSH.BAILEY,NYI,2013-2014,active,F,3.3,4,160.975609756
 JOSH.BAILEY,NYI,2014-2015,active,F,3.3,12,482.926829268
 JOSH.BAILEY,NYI,2017-2018,active,F,3.3,6,241.463414634
 JOSH.GORGES,BUF,2014-2015,active,D,3.9,36,1712.195121951
 JOSH.GORGES,BUF,2015-2016,active,D,3.9,5,237.804878049
 JOSH.GORGES,BUF,2016-2017,active,D,3.9,16,760.9756097559999
 JOSH.GORGES,BUF,2017-2018,active,D,3.9,11,523.170731707
 JOSH.GORGES,MTL,2010-2011,active,D,1.1,46,617.073170732
 JOSH.GORGES,MTL,2013-2014,active,D,3.9,16,760.975609756
 JOSH.HARDING,MIN,2009-2010,active,G,1.1,13,174.390243902
 JOSH.HARDING,MIN,2010-2011,active,G,1.2,82,1200
 JOSH.HARDING,MIN,2011-2012,active,G,0.75,6,54.878048781000004
 JOSH.HARDING,MIN,2012-2013,active,G,1.9,33,764.634146341
 JOSH.HARDING,MIN,2013-2014,active,G,1.9,46,1065.853658537
 JOSH.HARDING,MIN,2014-2015,active,G,1.9,17,393.902439024
 JOSH.JOORIS,CGY,2014-2015,active,F,0.925,10,112.80487805
 JOSH.JOORIS,CGY,2015-2016,active,F,0.975,3,35.670731707
 JOSH.JOORIS,CAR,2017-2018,active,F,0.775,1,9.451219512
 JOSH.JOORIS,NYR,2016-2017,active,F,0.6,11,80.487804878
 JOSH.LEIVO,TOR,2015-2016,active,F,0.925,4,45.12195122
 JOSH.LEIVO,TOR,2016-2017,active,F,0.6125,34,253.963414634
 JOSH.MANSON,ANA,2015-2016,active,D,0.925,8,90.24390243900001
 JOSH.MANSON,ANA,2017-2018,active,D,0.825,2,20.12195122
 JUJHAR.KHAIRA,EDM,2016-2017,active,F,0.875,12,128.048780487
 JUJHAR.KHAIRA,EDM,2017-2018,active,F,0.675,3,24.695121950999997
 JULIUS.HONKA,DAL,2016-2017,active,D,1.363333,5,83.130060976
 JULIUS.HONKA,DAL,2017-2018,active,D,1.363333,1,16.626012195
 JUSSI.JOKINEN,CAR,2009-2010,active,F,1.7,1,20.731707317
 JUSSI.JOKINEN,CAR,2010-2011,active,F,1.7,12,248.780487804
 JUSSI.JOKINEN,CAR,2011-2012,active,F,3,3,109.756097561
 JUSSI.JOKINEN,FLA,2014-2015,active,F,4,1,48.780487805
 JUSSI.JOKINEN,FLA,2015-2016,active,F,4,1,48.780487805
 JUSSI.JOKINEN,FLA,2016-2017,active,F,4,13,634.146341464
 JUSSI.JOKINEN,PIT,2013-2014,active,F,2.1,1,25.609756098
 JUSTIN.ABDELKADER,DET,2010-2011,active,F,0.788,8,76.87804878
 JUSTIN.ABDELKADER,DET,2011-2012,active,F,0.788,1,9.609756098
 JUSTIN.ABDELKADER,DET,2013-2014,active,F,1.8,12,263.414634146
 JUSTIN.ABDELKADER,DET,2014-2015,active,F,1.8,11,241.463414634
 JUSTIN.ABDELKADER,DET,2016-2017,active,F,4.25,18,932.926829268
 JUSTIN.ABDELKADER,DET,2017-2018,active,F,4.25,7,362.80487804899997
 JUSTIN.BAILEY,BUF,2016-2017,active,F,0.9025,1,11.006097561
 JUSTIN.BAILEY,BUF,2017-2018,active,F,0.894167,5,54.522378049
 JUSTIN.BRAUN,SJS,2014-2015,active,D,1.25,12,182.926829268
 JUSTIN.BRAUN,SJS,2015-2016,active,D,3.8,2,92.682926829
 JUSTIN.BRAUN,SJS,2017-2018,active,D,3.8,1,46.341463415
 JUSTIN.DOWLING,DAL,2016-2017,active,F,0.625,1,7.62195122
 JUSTIN.FALK,BUF,2016-2017,active,D,0.65,4,31.707317073
 JUSTIN.FALK,BUF,2017-2018,active,D,0.65,12,95.12195122
 JUSTIN.FALK,MIN,2011-2012,active,D,0.605,21,154.93902439
 JUSTIN.FALK,MIN,2012-2013,active,D,0.825,3,30.182926829
 JUSTIN.FALK,MIN,2014-2015,active,D,0.7,4,34.146341463
 JUSTIN.FAULK,CAR,2012-2013,active,D,0.9,10,109.756097561
 JUSTIN.FAULK,CAR,2013-2014,active,D,0.9,6,65.853658536
 JUSTIN.FAULK,CAR,2015-2016,active,D,4.833333,18,1060.975536585
 JUSTIN.FAULK,CAR,2016-2017,active,D,4.833333,7,412.601597561
 JUSTIN.FAULK,CAR,2017-2018,active,D,4.833333,6,353.658512196
 JUSTIN.FONTAINE,MIN,2013-2014,active,F,0.6,2,14.634146342
 JUSTIN.FONTAINE,MIN,2014-2015,active,F,1,6,73.170731707
 JUSTIN.FONTAINE,MIN,2015-2016,active,F,1,13,158.536585365
 JUSTIN.PETERS,WSH,2014-2015,active,G,0.95,2,23.170731707
 JUSTIN.SCHULTZ,EDM,2013-2014,active,D,3.775,8,368.292682927
 JUSTIN.SCHULTZ,EDM,2015-2016,active,D,3.9,15,713.414634147
 JUSTIN.SCHULTZ,PIT,2016-2017,active,D,1.4,3,51.219512195
 JUSTIN.SCHULTZ,PIT,2017-2018,active,D,5.5,19,1274.3902439019998
 JUSTIN.WILLIAMS,LAK,2009-2010,active,F,3.5,33,1408.536585366
 JUSTIN.WILLIAMS,LAK,2010-2011,active,F,3.5,9,384.146341463
 JUSTIN.WILLIAMS,LAK,2014-2015,active,F,3.65,1,44.512195122
 JUSTIN.WILLIAMS,WSH,2016-2017,active,F,3.25,1,39.634146341
 JYRKI.JOKIPAKKA,CGY,2015-2016,active,D,0.9,2,21.951219512
 JYRKI.JOKIPAKKA,DAL,2015-2016,active,D,0.9,1,10.975609756
 KAMIL.KREPS,FLA,2009-2010,active,F,0.683,6,49.975609756
 KARI.LEHTONEN,DAL,2010-2011,active,G,3.55,4,173.170731707
 KARI.LEHTONEN,DAL,2011-2012,active,G,3.55,12,519.512195122
 KARI.LEHTONEN,DAL,2012-2013,active,G,3.55,8,346.34146341400003
 KARI.LEHTONEN,DAL,2013-2014,active,G,5.9,8,575.6097560979999
 KARI.LEHTONEN,DAL,2015-2016,active,G,5.9,3,215.853658537
 KARI.LEHTONEN,WPG/ATL,2009-2010,active,G,3,52,1902.43902439
 KARLIS.SKRASTINS,DAL,2009-2010,active,D,1.375,2,33.536585366
 KARLIS.SKRASTINS,DAL,2010-2011,active,D,1.375,8,134.146341464
 KARRI.RAMO,CGY,2013-2014,active,G,2.75,15,503.048780488
 KARRI.RAMO,CGY,2014-2015,active,G,2.75,8,268.292682927
 KARRI.RAMO,CGY,2015-2016,active,G,3.9,29,1379.268292683
 KEATON.ELLERBY,WPG/ATL,2013-2014,active,D,0.735,7,62.743902439
 KEITH.AULIE,TBL,2013-2014,active,D,0.975,27,321.036585366
 KEITH.BALLARD,MIN,2013-2014,active,D,1.5,30,548.780487805
 KEITH.BALLARD,MIN,2014-2015,active,D,1.5,64,1170.731707317
 KEITH.BALLARD,VAN,2010-2011,active,D,4.2,13,665.853658537
 KEITH.BALLARD,VAN,2011-2012,active,D,4.2,34,1741.4634146340002
 KEITH.BALLARD,VAN,2012-2013,active,D,4.2,7,358.536585366
 KEITH.KINKAID,NJD,2014-2015,active,G,0.6,4,29.268292683
 KEITH.KINKAID,NJD,2016-2017,active,G,0.725,1,8.841463415
 KEITH.KINKAID,NJD,2017-2018,active,G,1.25,3,45.731707317
 KEITH.TKACHUK,STL,2009-2010,active,F,2.55,12,373.170731708
 KENNDAL.MCARDLE,FLA,2009-2010,active,F,0.85,26,269.512195122
 KENNDAL.MCARDLE,WPG/ATL,2011-2012,active,F,0.6,7,51.219512195
 KENT.HUSKINS,PHI,2012-2013,active,D,0.75,6,54.87804878
 KENT.HUSKINS,SJS,2010-2011,active,D,1.7,31,642.68292683
 KENT.HUSKINS,STL,2011-2012,active,D,1,52,634.146341463
 KEVAN.MILLER,BOS,2013-2014,active,D,0.55,2,13.414634146
 KEVAN.MILLER,BOS,2014-2015,active,D,0.8,38,370.731707317
 KEVAN.MILLER,BOS,2015-2016,active,D,0.8,9,87.804878049
 KEVAN.MILLER,BOS,2016-2017,active,D,2.5,24,731.707317073
 KEVAN.MILLER,BOS,2017-2018,active,D,2.5,13,396.34146341400003
 KEVIN.BIEKSA,ANA,2015-2016,active,D,4.6,11,617.073170731
 KEVIN.BIEKSA,ANA,2016-2017,active,D,4,1,48.780487805
 KEVIN.BIEKSA,ANA,2017-2018,active,D,4,15,731.707317074
 KEVIN.BIEKSA,VAN,2009-2010,active,D,3.75,27,1234.756097561
 KEVIN.BIEKSA,VAN,2010-2011,active,D,3.75,16,731.707317073
 KEVIN.BIEKSA,VAN,2011-2012,active,D,4.6,4,224.390243902
 KEVIN.BIEKSA,VAN,2012-2013,active,D,4.6,12,673.1707317070001
 KEVIN.BIEKSA,VAN,2013-2014,active,D,4.6,5,280.487804878
 KEVIN.BIEKSA,VAN,2014-2015,active,D,4.6,22,1234.146341463
 KEVIN.CONNAUTON,ARI/PHX,2016-2017,active,D,1,16,195.121951219
 KEVIN.CONNAUTON,ARI/PHX,2017-2018,active,D,1,3,36.585365853
 KEVIN.CONNAUTON,CBJ,2014-2015,active,D,0.683333,6,49.99997561
 KEVIN.FIALA,NSH,2017-2018,active,F,1.363333,1,16.626012195
 KEVIN.HAYES,NYR,2014-2015,active,F,3.75,2,91.463414634
 KEVIN.HAYES,NYR,2016-2017,active,F,2.6,5,158.536585366
 KEVIN.HAYES,NYR,2017-2018,active,F,2.6,6,190.243902439
 KEVIN.KLEIN,NSH,2009-2010,active,D,0.65,1,7.926829268
 KEVIN.KLEIN,NSH,2010-2011,active,D,1.35,1,16.463414634
 KEVIN.KLEIN,NSH,2011-2012,active,D,1.35,16,263.414634146
 KEVIN.KLEIN,NSH,2012-2013,active,D,1.35,1,16.463414634
 KEVIN.KLEIN,NSH,2013-2014,active,D,2.9,4,141.463414634
 KEVIN.KLEIN,NYR,2014-2015,active,D,2.9,17,601.219512196
 KEVIN.KLEIN,NYR,2015-2016,active,D,2.9,13,459.75609756200004
 KEVIN.KLEIN,NYR,2016-2017,active,D,2.9,21,742.682926831
 KEVIN.PORTER,BUF,2013-2014,active,F,0.5375,12,78.658536585
 KEVIN.PORTER,PIT,2015-2016,active,F,0.575,19,133.231707317
 KEVIN.POULIN,NYI,2010-2011,active,G,0.892,29,315.463414634
 KEVIN.SHATTENKIRK,COL,2010-2011,active,D,1.3,1,15.853658537
 KEVIN.SHATTENKIRK,NYR,2017-2018,active,D,6.65,36,2919.512195122
 KEVIN.SHATTENKIRK,STL,2011-2012,active,D,1.3,1,15.853658537
 KEVIN.SHATTENKIRK,STL,2013-2014,active,D,4.25,1,51.829268293
 KEVIN.SHATTENKIRK,STL,2014-2015,active,D,4.25,25,1295.731707317
 KEVIN.SHATTENKIRK,STL,2015-2016,active,D,4.25,10,518.292682927
 KEVIN.WESTGARTH,CGY,2013-2014,active,F,0.725,5,44.207317073
 KEVIN.WESTGARTH,CAR,2013-2014,active,F,0.725,10,88.414634146
 KEVIN.WESTGARTH,LAK,2011-2012,active,F,0.525,24,153.658536585
 KIM.JOHNSSON,CHI,2009-2010,active,D,4.85,15,887.195121951
 KIM.JOHNSSON,MIN,2009-2010,active,D,4.85,7,414.024390244
 KIMMO.TIMONEN,CHI,2014-2015,active,D,3.5,4,170.731707317
 KIMMO.TIMONEN,PHI,2011-2012,active,D,6.333,6,463.39024390199995
 KIMMO.TIMONEN,PHI,2012-2013,active,D,6.333,3,231.695121951
 KIMMO.TIMONEN,PHI,2013-2014,active,D,6,4,292.682926829
 KIMMO.TIMONEN,PHI,2014-2015,active,D,3.5,62,2646.341463415
 KIRK.MALTBY,DET,2009-2010,active,F,0.883,26,279.975609756
 KORBINIAN.HOLZER,ANA,2014-2015,active,D,0.7875,18,172.865853659
 KORBINIAN.HOLZER,ANA,2015-2016,active,D,0.75,1,9.146341463
 KRIS.DRAPER,DET,2010-2011,active,F,1.583,23,444.012195122
 KRIS.LETANG,PIT,2009-2010,active,D,0.835,9,91.646341463
 KRIS.LETANG,PIT,2011-2012,active,D,3.5,29,1237.804878049
 KRIS.LETANG,PIT,2012-2013,active,D,3.5,13,554.8780487810001
 KRIS.LETANG,PIT,2013-2014,active,D,3.5,45,1920.731707317
 KRIS.LETANG,PIT,2014-2015,active,D,7.25,13,1149.390243902
 KRIS.LETANG,PIT,2015-2016,active,D,7.25,10,884.146341463
 KRIS.LETANG,PIT,2016-2017,active,D,7.25,41,3625
 KRIS.LETANG,PIT,2017-2018,active,D,7.25,3,265.243902439
 KRIS.RUSSELL,CGY,2013-2014,active,D,1.5,14,256.097560976
 KRIS.RUSSELL,CGY,2014-2015,active,D,2.6,2,63.414634146
 KRIS.RUSSELL,CGY,2015-2016,active,D,2.6,10,317.073170732
 KRIS.RUSSELL,CBJ,2009-2010,active,D,0.744,6,54.439024389
 KRIS.RUSSELL,CBJ,2010-2011,active,D,1.3,7,110.975609756
 KRIS.RUSSELL,CBJ,2011-2012,active,D,1.3,1,15.853658537
 KRIS.RUSSELL,DAL,2015-2016,active,D,2.6,8,253.65853658499998
 KRIS.RUSSELL,EDM,2016-2017,active,D,3.1,14,529.268292683
 KRIS.RUSSELL,EDM,2017-2018,active,D,4,4,195.12195122
 KRIS.RUSSELL,STL,2011-2012,active,D,1.3,24,380.48780487799996
 KRIS.VERSTEEG,CGY,2016-2017,active,F,0.95,12,139.024390244
 KRIS.VERSTEEG,CGY,2017-2018,active,F,1.75,56,1195.121951219
 KRIS.VERSTEEG,CHI,2009-2010,active,F,3.067,3,112.207317073
 KRIS.VERSTEEG,CHI,2014-2015,active,F,2.2,20,536.585365854
 KRIS.VERSTEEG,FLA,2011-2012,active,F,3.083,10,375.975609756
 KRIS.VERSTEEG,FLA,2012-2013,active,F,4.4,38,2039.0243902440002
 KRIS.VERSTEEG,LAK,2015-2016,active,F,2.2,6,160.975609756
 KRIS.VERSTEEG,TOR,2010-2011,active,F,3.083,3,112.792682927
 KRISTIAN.HUSELIUS,CBJ,2009-2010,active,F,4.75,8,463.414634146
 KRISTIAN.HUSELIUS,CBJ,2010-2011,active,F,4.75,42,2432.926829268
 KRISTIAN.HUSELIUS,CBJ,2011-2012,active,F,4.75,80,4634.146341463
 KRYS.BARCH,DAL,2009-2010,active,F,0.575,9,63.109756098
 KRYS.BARCH,DAL,2010-2011,active,F,0.838,18,183.951219512
 KRYS.BARCH,DAL,2011-2012,active,F,0.838,1,10.219512195
 KRYS.KOLANOS,CGY,2011-2012,active,F,0.525,1,6.402439024
 KURT.SAUER,ARI/PHX,2009-2010,active,D,1.75,81,1728.658536585
 KURTIS.FOSTER,ANA,2011-2012,active,D,1.8,5,109.756097561
 KURTIS.FOSTER,EDM,2010-2011,active,D,1.8,4,87.804878049
 KURTIS.FOSTER,NJD,2011-2012,active,D,1.8,2,43.902439024
 KURTIS.FOSTER,PHI,2012-2013,active,D,0.95,6,69.51219512200001
 KURTIS.FOSTER,TBL,2009-2010,active,D,0.6,6,43.902439025
 KYLE.BRODZIAK,MIN,2010-2011,active,F,1.15,2,28.048780488
 KYLE.BRODZIAK,MIN,2013-2014,active,F,2.833333,1,34.552841463
 KYLE.BRODZIAK,MIN,2014-2015,active,F,2.833333,3,103.65852439
 KYLE.BRODZIAK,STL,2015-2016,active,F,0.9,5,54.87804878
 KYLE.BRODZIAK,STL,2016-2017,active,F,0.95,11,127.439024391
 KYLE.BRODZIAK,STL,2017-2018,active,F,0.95,1,11.585365854
 KYLE.CALDER,ANA,2009-2010,active,F,0.5,6,36.585365854
 KYLE.CHIPCHURA,ANA,2010-2011,active,F,0.65,12,95.12195121900001
 KYLE.CHIPCHURA,ARI/PHX,2011-2012,active,F,0.55,14,93.902439024
 KYLE.CHIPCHURA,ARI/PHX,2013-2014,active,F,0.875,1,10.670731707
 KYLE.CHIPCHURA,MTL,2009-2010,active,F,0.5,2,12.195121951
 KYLE.CLIFFORD,LAK,2010-2011,active,F,0.87,2,21.219512195
 KYLE.CLIFFORD,LAK,2013-2014,active,F,1.075,6,78.658536585
 KYLE.CLIFFORD,LAK,2014-2015,active,F,1.075,1,13.109756098
 KYLE.CLIFFORD,LAK,2015-2016,active,F,1.6,24,468.292682927
 KYLE.CLIFFORD,LAK,2016-2017,active,F,1.6,3,58.536585366
 KYLE.CLIFFORD,LAK,2017-2018,active,F,1.6,31,604.878048781
 KYLE.CONNOR,WPG/ATL,2016-2017,active,F,1.775,5,108.231707317
 KYLE.CONNOR,WPG/ATL,2017-2018,active,F,1.775,1,21.646341463
 KYLE.CRISCUOLO,BUF,2017-2018,active,F,0.65,11,87.195121951
 KYLE.CUMISKEY,COL,2009-2010,active,D,0.6,21,153.658536586
 KYLE.CUMISKEY,COL,2010-2011,active,D,0.6,63,460.97560975600004
 KYLE.OKPOSO,BUF,2016-2017,active,F,6,17,1243.902439024
 KYLE.OKPOSO,BUF,2017-2018,active,F,6,5,365.853658537
 KYLE.OKPOSO,NYI,2009-2010,active,F,1.672,2,40.780487804
 KYLE.OKPOSO,NYI,2010-2011,active,F,1.672,44,897.170731707
 KYLE.OKPOSO,NYI,2013-2014,active,F,2.8,10,341.463414634
 KYLE.OKPOSO,NYI,2014-2015,active,F,2.8,22,751.219512195
 KYLE.OKPOSO,NYI,2015-2016,active,F,2.8,2,68.292682927
 KYLE.PALMIERI,ANA,2012-2013,active,F,1.025,5,62.5
 KYLE.PALMIERI,ANA,2013-2014,active,F,1.466667,2,35.772365854
 KYLE.PALMIERI,ANA,2014-2015,active,F,1.466667,24,429.268390244
 KYLE.PALMIERI,NJD,2016-2017,active,F,4.65,2,113.414634146
 KYLE.PALMIERI,NJD,2017-2018,active,F,4.65,19,1077.43902439
 KYLE.QUINCEY,COL,2010-2011,active,D,3.125,61,2324.695121951
 KYLE.QUINCEY,COL,2011-2012,active,D,3.125,3,114.329268293
 KYLE.QUINCEY,DET,2011-2012,active,D,3.125,1,38.109756098
 KYLE.QUINCEY,DET,2012-2013,active,D,3.775,10,460.365853659
 KYLE.QUINCEY,DET,2014-2015,active,D,4.25,9,466.463414634
 KYLE.QUINCEY,DET,2015-2016,active,D,4.25,35,1814.024390244
 KYLE.QUINCEY,NJD,2016-2017,active,D,1.25,6,91.463414634
 KYLE.TURRIS,ARI/PHX,2010-2011,active,F,2.697,6,197.341463414
 KYLE.TURRIS,NSH,2017-2018,active,F,3.5,2,85.365853658
 KYLE.TURRIS,OTT,2015-2016,active,F,3.5,25,1067.073170732
 KYLE.TURRIS,OTT,2016-2017,active,F,3.5,3,128.048780488
 KYLE.TURRIS,OTT,2017-2018,active,F,3.5,3,128.048780488
 KYLE.WELLWOOD,VAN,2009-2010,active,F,1.2,4,58.536585366
 KYLE.WELLWOOD,WPG/ATL,2011-2012,active,F,0.7,4,34.146341464
 KYLE.WELLWOOD,WPG/ATL,2012-2013,active,F,1.6,2,39.024390244
 LADISLAV.SMID,CGY,2013-2014,active,D,3.5,9,384.146341463
 LADISLAV.SMID,CGY,2014-2015,active,D,3.5,47,2006.097560976
 LADISLAV.SMID,CGY,2015-2016,active,D,3.5,32,1365.853658537
 LADISLAV.SMID,EDM,2009-2010,active,D,1.35,31,510.365853658
 LADISLAV.SMID,EDM,2010-2011,active,D,1.3,4,63.414634146
 LADISLAV.SMID,EDM,2011-2012,active,D,2.25,4,109.756097561
 LANCE.BOUMA,CGY,2011-2012,active,F,0.693,8,67.609756098
 LANCE.BOUMA,CGY,2013-2014,active,F,0.5775,1,7.042682927
 LANCE.BOUMA,CGY,2014-2015,active,F,0.775,3,28.353658535999998
 LANCE.BOUMA,CGY,2015-2016,active,F,2.2,36,965.853658536
 LANCE.BOUMA,CGY,2016-2017,active,F,2.2,16,429.268292683
 LANDON.FERRARO,BOS,2015-2016,active,F,0.6,1,7.317073171
 LANDON.FERRARO,DET,2015-2016,active,F,0.6,8,58.536585366
 LANDON.FERRARO,MIN,2017-2018,active,F,0.7,5,42.682926829
 LANE.MACDERMID,DAL,2012-2013,active,F,0.6,7,51.219512195
 LARS.ELLER,MTL,2011-2012,active,F,1.271,2,31
 LARS.ELLER,MTL,2013-2014,active,F,1.325,4,64.63414634099999
 LARS.ELLER,MTL,2014-2015,active,F,3.5,4,170.731707317
 LARS.ELLER,MTL,2015-2016,active,F,3.5,3,128.048780488
 LARS.ELLER,WSH,2016-2017,active,F,3.5,1,42.682926829
 LARS.ELLER,WSH,2017-2018,active,F,3.5,1,42.682926829
 LAURENT.DAUPHIN,ARI/PHX,2017-2018,active,F,0.894167,15,163.567134146
 LAURI.KORPIKOSKI,ARI/PHX,2010-2011,active,F,0.7,3,25.609756098
 LAURI.KORPIKOSKI,ARI/PHX,2012-2013,active,F,1.8,12,263.414634146
 LAURI.KORPIKOSKI,ARI/PHX,2013-2014,active,F,2.5,18,548.780487805
 LAURI.KORPIKOSKI,ARI/PHX,2014-2015,active,F,2.5,13,396.341463414
 LAURI.KORPIKOSKI,EDM,2015-2016,active,F,2.5,11,335.365853658
 LAWSON.CROUSE,ARI/PHX,2016-2017,active,F,1.531667,7,130.752060976
 LEE.STEMPNIAK,CGY,2011-2012,active,F,1.9,21,486.585365854
 LEE.STEMPNIAK,CGY,2013-2014,active,F,2.5,7,213.414634146
 LEE.STEMPNIAK,CAR,2017-2018,active,F,2.5,41,1250
 LEE.STEMPNIAK,NYR,2014-2015,active,F,0.9,5,54.87804878
 LEE.SWEATT,VAN,2010-2011,active,D,0.65,30,237.804878049
 LENNART.PETRELL,EDM,2011-2012,active,F,0.9,3,32.926829268
 LENNART.PETRELL,EDM,2012-2013,active,F,0.825,10,100.609756098
 LEO.KOMAROV,TOR,2012-2013,active,F,1.2,6,87.804878049
 LEO.KOMAROV,TOR,2014-2015,active,F,2.95,20,719.512195121
 LEO.KOMAROV,TOR,2015-2016,active,F,2.95,12,431.707317073
 LEO.KOMAROV,TOR,2017-2018,active,F,2.95,7,251.829268293
 LEON.DRAISAITL,EDM,2017-2018,active,F,8.5,4,414.634146341
 LIAM.O'BRIEN,WSH,2014-2015,active,F,0.641667,5,39.126036585
 LINDEN.VEY,CGY,2016-2017,active,F,0.7,1,8.536585366
 LINDEN.VEY,VAN,2015-2016,active,F,1,7,85.365853658
 LINUS.OMARK,BUF,2013-2014,active,F,0.6,1,7.317073171
 LINUS.OMARK,EDM,2011-2012,active,F,0.875,1,10.670731707
 LINUS.ULLMARK,BUF,2017-2018,active,G,0.75,7,64.024390244
 LOGAN.COUTURE,SJS,2010-2011,active,F,1.242,2,30.292682926
 LOGAN.COUTURE,SJS,2011-2012,active,F,1.242,2,30.292682927
 LOGAN.COUTURE,SJS,2013-2014,active,F,2.875,17,596.036585366
 LOGAN.COUTURE,SJS,2015-2016,active,F,6,30,2195.121951219
 LOGAN.COUTURE,SJS,2016-2017,active,F,6,9,658.5365853650001
 LOGAN.COUTURE,SJS,2017-2018,active,F,6,4,292.682926829
 LOUI.ERIKSSON,BOS,2013-2014,active,F,4.25,21,1088.414634146
 LOUI.ERIKSSON,BOS,2014-2015,active,F,4.25,1,51.829268293
 LOUI.ERIKSSON,DAL,2010-2011,active,F,4.267,3,156.109756098
 LOUI.ERIKSSON,VAN,2016-2017,active,F,6,17,1243.902439024
 LOUI.ERIKSSON,VAN,2017-2018,active,F,6,32,2341.463414634
 LOUIS.DOMINGUE,ARI/PHX,2016-2017,active,G,1.05,6,76.829268292
 LOUIS.LEBLANC,MTL,2011-2012,active,F,1.17,1,14.268292683
 LUBOMIR.VISNOVSKY,ANA,2009-2010,active,D,5.6,3,204.87804878
 LUBOMIR.VISNOVSKY,ANA,2010-2011,active,D,5.6,1,68.292682927
 LUBOMIR.VISNOVSKY,ANA,2011-2012,active,D,5.6,14,956.097560976
